filename,len_in_sec,MOS_SSL
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ004-0219_seg_5_snr_17_3-6.wav,2.139,3.9864838
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ009-0057_seg_2_snr_10_0-3.wav,1.725,3.8822181
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ034-0049_seg_4_snr_12_6-9.wav,2.239,2.5360985
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ020-0105_seg_5_snr_17_3-6.wav,1.314,4.6186266
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ047-0109_seg_2_snr_22_0-3.wav,2.643,4.708745
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ015-0002_seg_4_snr_7_6-9.wav,3.0,4.6219497
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ016-0176_seg_1_snr_25_3-6.wav,1.57,4.8140287
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ003-0243_seg_2_snr_17_6-9.wav,2.54,4.450777
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ003-0199_seg_1_snr_10_0-3.wav,3.0,4.0819387
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ012-0006_seg_1_snr_12_0-3.wav,3.0,3.0402014
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ011-0293_seg_2_snr_7_0-3.wav,3.0,2.9191751
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ002-0088_seg_3_snr_7_3-6.wav,1.5,1.2552745
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ006-0274_seg_2_snr_19_0-3.wav,3.0,4.522824
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ034-0164_seg_5_snr_4_6-9.wav,2.401,1.8271005
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ004-0209_seg_2_snr_16_0-3.wav,3.0,3.1849139
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ006-0221_seg_2_snr_5_6-9.wav,2.807,2.4154198
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ042-0162_seg_3_snr_20_6-9.wav,2.552,4.394873
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ038-0191_seg_4_snr_14_6-9.wav,3.0,3.8098226
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ045-0057_seg_1_snr_22_3-6.wav,3.0,4.7187047
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ026-0152_seg_5_snr_24_0-3.wav,3.0,4.131017
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ006-0279_seg_5_snr_8_3-6.wav,3.0,2.2797928
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ047-0219_seg_4_snr_23_0-3.wav,3.0,4.0375066
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ048-0215_seg_5_snr_12_0-3.wav,3.0,2.9141774
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ017-0259_seg_3_snr_11_6-9.wav,2.947,2.7270825
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ039-0234_seg_3_snr_16_0-3.wav,3.0,3.8029094
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ039-0217_seg_3_snr_8_0-3.wav,3.0,4.5127263
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ033-0195_seg_5_snr_16_6-9.wav,3.0,3.1496377
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ014-0026_seg_2_snr_8_0-3.wav,3.0,4.04458
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ003-0337_seg_1_snr_14_6-9.wav,3.0,4.594023
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ010-0001_seg_2_snr_5_0-3.wav,3.0,2.0144796
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ032-0001_seg_1_snr_14_6-9.wav,3.0,4.5954165
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ014-0156_seg_5_snr_21_0-3.wav,3.0,2.6019692
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ033-0103_seg_3_snr_4_0-3.wav,3.0,3.2986004
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ043-0099_seg_4_snr_7_0-3.wav,3.0,2.0833268
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ025-0069_seg_4_snr_10_0-3.wav,3.0,3.382542
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ041-0110_seg_1_snr_13_3-6.wav,3.0,2.754764
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ005-0230_seg_1_snr_9_0-3.wav,3.0,3.8753142
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ048-0039_seg_1_snr_25_0-3.wav,3.0,4.56789
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ040-0222_seg_5_snr_14_3-6.wav,3.0,2.708249
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ045-0044_seg_3_snr_21_6-9.wav,3.0,4.623973
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ018-0343_seg_2_snr_6_6-9.wav,3.0,4.665015
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ012-0030_seg_4_snr_6_6-9.wav,3.0,3.6045136
/mnt/md1/user_wago/data/LJSpeech-1.1/distortion/random_split_3s/LJ039-0011_seg_5_snr_24_0-3.wav,2.782,4.11628
