filename,len_in_sec,MOS_SSL
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ008-0276_0-3.wav,3.0,4.570047
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ028-0305_3-6.wav,1.268,4.0167837
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ003-0171_3-6.wav,3.0,4.6199036
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ018-0297_3-6.wav,3.0,4.832163
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ038-0172_0-3.wav,3.0,4.7510777
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ047-0218_0-3.wav,3.0,4.5594363
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ041-0196_9-12.wav,1.027,4.3147244
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ002-0106_0-3.wav,3.0,4.667456
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ044-0034_6-9.wav,2.749,4.647719
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ035-0004_3-6.wav,3.0,4.6499915
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ010-0043_0-3.wav,3.0,4.567771
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ041-0113_0-3.wav,3.0,4.6658945
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ016-0175_6-9.wav,2.738,4.732312
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ025-0118_6-9.wav,2.03,4.5332046
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ005-0063_0-3.wav,3.0,4.6976447
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ049-0033_6-9.wav,3.0,4.592851
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ005-0026_6-9.wav,3.0,4.600496
/mnt/md1/user_wago/data/LJSpeech-1.1/output_3s/LJ003-0177_0-3.wav,3.0,4.6611814
