filename,len_in_sec,MOS_SSL
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ031-0011_5-10.wav,2.252,4.540076
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ008-0073_0-5.wav,2.48,4.6704435
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ003-0242_5-10.wav,1.3,3.436613
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ012-0009_0-5.wav,3.467,4.7394075
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ003-0035_5-10.wav,2.53,4.578234
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ044-0142_0-5.wav,2.271,4.7493563
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ019-0282_0-5.wav,4.036,4.7039437
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ031-0221_0-5.wav,5.0,4.7684283
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ028-0006_0-5.wav,5.0,4.7398024
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ025-0136_5-10.wav,3.03,4.6844482
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ008-0265_0-5.wav,5.0,4.392344
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ006-0244_0-5.wav,5.0,4.5644646
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ016-0367_0-5.wav,5.0,4.6530585
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ049-0150_5-10.wav,3.262,4.718182
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ027-0151_0-5.wav,3.455,4.362304
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ002-0158_5-10.wav,4.307,4.6337576
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ043-0024_0-5.wav,5.0,4.7212324
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ019-0030_0-5.wav,3.072,4.7211666
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ009-0009_5-10.wav,4.899,4.600155
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ007-0205_0-5.wav,5.0,4.6211348
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ013-0068_5-10.wav,2.229,4.4754395
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ029-0041_0-5.wav,4.303,4.724141
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ002-0187_0-5.wav,5.0,4.5688257
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ049-0147_0-5.wav,5.0,4.693594
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ021-0132_0-5.wav,5.0,4.433392
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ030-0084_0-5.wav,5.0,4.719224
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ026-0086_0-5.wav,5.0,4.6483593
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ036-0094_0-5.wav,5.0,4.5884786
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ014-0213_5-10.wav,1.741,4.6488047
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ032-0273_0-5.wav,5.0,4.54171
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ040-0174_0-5.wav,5.0,4.109208
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ018-0258_5-10.wav,1.091,4.3601847
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ020-0020_5-10.wav,3.169,4.6859355
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ007-0214_0-5.wav,5.0,4.662008
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ004-0152_0-5.wav,5.0,4.5213585
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ047-0154_0-5.wav,5.0,4.5813875
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ012-0215_0-5.wav,5.0,4.545704
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ018-0016_0-5.wav,4.872,4.546667
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ002-0294_0-5.wav,5.0,4.4244223
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ046-0162_0-5.wav,5.0,4.6155305
/mnt/md1/user_wago/data/LJSpeech-1.1/output_5s/LJ031-0173_0-5.wav,4.477,4.6848817
