filename,len_in_sec,MOS_SSL
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ021-0148.wav,8.436,4.4879813
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ041-0128.wav,5.92825,4.6198587
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ016-0093.wav,6.40425,4.654752
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ003-0080.wav,6.891875,4.635083
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ048-0102.wav,8.842375,4.5837417
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ026-0102.wav,7.6000625,4.5052924
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ025-0110.wav,2.13175,4.49939
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ005-0154.wav,2.5961875,4.636797
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ021-0151.wav,9.3415625,4.381063
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ034-0087.wav,7.3214375,4.6616087
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ008-0232.wav,9.4228125,4.580734
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ010-0238.wav,4.953,4.594116
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ010-0214.wav,9.9336875,4.5425773
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ038-0255.wav,2.0156875,4.5367827
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ023-0072.wav,9.2255,4.2279215
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ008-0302.wav,8.645,4.1823874
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ016-0150.wav,7.19375,4.6552777
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ022-0142.wav,5.0110625,4.587207
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ049-0098.wav,9.597,4.629986
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ049-0051.wav,2.4916875,4.702936
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ038-0125.wav,9.20225,4.488628
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ038-0148.wav,2.3755625,4.611572
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ010-0196.wav,6.288125,4.5979204
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ014-0136.wav,5.9630625,4.6108766
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ048-0153.wav,8.8771875,4.46767
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ016-0407.wav,2.538125,4.663694
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ024-0002.wav,5.24325,4.3080654
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ008-0158.wav,8.8888125,4.448591
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ037-0055.wav,4.76725,4.777313
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ004-0246.wav,7.3795,4.509229
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ035-0174.wav,6.19525,4.6090612
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ039-0194.wav,2.8980625,4.4146576
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ025-0067.wav,6.021125,4.610096
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ032-0006.wav,6.3461875,4.554154
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ036-0108.wav,7.1705,4.6507826
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ020-0044.wav,5.521875,4.500689
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ041-0143.wav,7.46075,4.59204
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ048-0127.wav,5.359375,4.623037
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ028-0257.wav,6.6248125,4.2614293
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ050-0069.wav,6.9499375,4.529923
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ008-0091.wav,7.158875,4.6875267
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ022-0064.wav,5.1735625,4.645223
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ032-0016.wav,3.583,4.8025713
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ008-0271.wav,2.7006875,4.6890926
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ004-0010.wav,4.5001875,4.479847
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ011-0223.wav,6.61325,4.6091447
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ049-0154.wav,1.7021875,4.8012643
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ004-0239.wav,3.71075,4.371664
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ023-0087.wav,7.2981875,4.526552
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ018-0113.wav,7.2981875,4.603244
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ029-0036.wav,2.364,4.7270174
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ017-0259.wav,8.9468125,4.4859905
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ029-0154.wav,2.9676875,4.8141522
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ004-0136.wav,7.0544375,4.5492134
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ046-0237.wav,5.336125,4.567086
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ019-0248.wav,8.0064375,4.6003637
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ037-0242.wav,7.286625,4.682946
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ046-0039.wav,9.5505625,4.64169
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ042-0201.wav,5.4058125,4.4785223
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ017-0165.wav,5.92825,4.469657
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ028-0190.wav,5.6960625,4.4109764
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ006-0011.wav,9.3531875,4.313005
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ025-0012.wav,1.980875,4.743191
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ019-0050.wav,5.1039375,4.5804534
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ036-0022.wav,9.09775,4.4974113
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ011-0144.wav,6.868625,4.661148
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ001-0038.wav,9.7246875,4.293324
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ006-0041.wav,3.490125,4.8992944
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ050-0170.wav,3.583,4.3344717
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ031-0097.wav,5.231625,4.730413
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ006-0143.wav,2.6774375,4.6744056
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ023-0034.wav,3.1883125,4.677987
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ008-0156.wav,9.109375,4.520298
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ016-0429.wav,6.125625,4.697676
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ045-0073.wav,5.6844375,4.6148806
/mnt/md1/user_wago/data/LJSpeech-1.1/wavs/LJ005-0287.wav,6.9035,4.5052485
